,Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
1903,Dsa Commando,Le Brigate Della Morte,27,['italian underground hip hop'],hip h໐p ¢นlt,0.566,0.895,10,-3.277,0,0.256,0.0149,0.0,0.234,0.467,90.712,1Ioj105slINedQqALk03rX,spotify:track:1Ioj105slINedQqALk03rX,https://api.spotify.com/v1/tracks/1Ioj105slINedQqALk03rX,https://api.spotify.com/v1/audio-analysis/1Ioj105slINedQqALk03rX,265701,4
1904,Gianni Bismark,Nse Vedemo Mai,41,"['emo rap italiano', 'italian hip hop']","𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.546,0.371,8,-13.281,1,0.131,0.932,0.0,0.114,0.154,79.134,3Az742h1PAJTxfFydIHj96,spotify:track:3Az742h1PAJTxfFydIHj96,https://api.spotify.com/v1/tracks/3Az742h1PAJTxfFydIHj96,https://api.spotify.com/v1/audio-analysis/3Az742h1PAJTxfFydIHj96,123470,4
1905,Beach House,PPP,52,"['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop']",deal with reality,0.489,0.467,1,-7.686,1,0.0284,0.365,0.872,0.0572,0.146,104.887,45oBuExKn34tep5nf585jQ,spotify:track:45oBuExKn34tep5nf585jQ,https://api.spotify.com/v1/tracks/45oBuExKn34tep5nf585jQ,https://api.spotify.com/v1/audio-analysis/45oBuExKn34tep5nf585jQ,368547,3
1906,Frah Quintale,Tornado,45,"['italian hip hop', 'italian indie pop', 'milan indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.564,0.863,0,-4.564,1,0.106,0.106,0.0,0.29,0.823,82.865,7kaSoPMXosinhFVHR4S5BN,spotify:track:7kaSoPMXosinhFVHR4S5BN,https://api.spotify.com/v1/tracks/7kaSoPMXosinhFVHR4S5BN,https://api.spotify.com/v1/audio-analysis/7kaSoPMXosinhFVHR4S5BN,180087,4
1907,Pink Floyd,Jugband Blues - 2011 Remaster,34,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.33,0.322,4,-11.899,0,0.0414,0.42,0.00661,0.128,0.157,117.412,6BRaVA74yCgxgb8v0braWc,spotify:track:6BRaVA74yCgxgb8v0braWc,https://api.spotify.com/v1/tracks/6BRaVA74yCgxgb8v0braWc,https://api.spotify.com/v1/audio-analysis/6BRaVA74yCgxgb8v0braWc,179373,4
1908,Joy Division,Love Will Tear Us Apart - 2020 Remaster,69,"['alternative rock', 'art rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",london calling,0.527,0.923,2,-7.458,1,0.0379,0.000541,0.765,0.127,0.899,146.924,34iOH7LY3vme5rQxsVILZ4,spotify:track:34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/tracks/34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/audio-analysis/34iOH7LY3vme5rQxsVILZ4,208453,4
1909,Godspeed You! Black Emperor,We Drift Like Worried Fire,28,"['canadian post-rock', 'double drumming', 'indie rock', 'instrumental post-rock', 'post-rock']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.204,0.593,8,-7.278,1,0.0375,0.0953,0.836,0.0854,0.0479,108.769,6L4d79XtjhDLpqLdnXSsmp,spotify:track:6L4d79XtjhDLpqLdnXSsmp,https://api.spotify.com/v1/tracks/6L4d79XtjhDLpqLdnXSsmp,https://api.spotify.com/v1/audio-analysis/6L4d79XtjhDLpqLdnXSsmp,1207293,4
1910,Teen Suicide,salvia plath,42,"['indie pop', 'lo-fi emo', 'lo-fi indie']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.457,0.519,10,-10.006,1,0.264,0.746,0.844,0.121,0.641,97.189,5LMPGqynEzUg7Upn0Fkcxo,spotify:track:5LMPGqynEzUg7Upn0Fkcxo,https://api.spotify.com/v1/tracks/5LMPGqynEzUg7Upn0Fkcxo,https://api.spotify.com/v1/audio-analysis/5LMPGqynEzUg7Upn0Fkcxo,100984,4
1911,Giorgio Canali,Nuvole senza Messico,41,"['folk rock italiano', 'italian alternative', 'italian indie pop']",17,0.624,0.659,7,-6.747,1,0.0293,0.076,0.000668,0.0974,0.585,119.977,4Y1Ten4fUFUZDuRbVAhNxm,spotify:track:4Y1Ten4fUFUZDuRbVAhNxm,https://api.spotify.com/v1/tracks/4Y1Ten4fUFUZDuRbVAhNxm,https://api.spotify.com/v1/audio-analysis/4Y1Ten4fUFUZDuRbVAhNxm,241213,4
1912,Kendrick Lamar,Auntie Diaries,64,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",hip h໐p ¢นlt,0.52,0.375,0,-13.409,1,0.358,0.745,0.0122,0.429,0.589,127.544,1uY1X8YeBixs1FdQ3fQ7d4,spotify:track:1uY1X8YeBixs1FdQ3fQ7d4,https://api.spotify.com/v1/tracks/1uY1X8YeBixs1FdQ3fQ7d4,https://api.spotify.com/v1/audio-analysis/1uY1X8YeBixs1FdQ3fQ7d4,281070,5
1913,Tormented,Graveyard Lust,5,"['grisly death metal', 'swedish death metal']",D҉E҉S҉P҉A҉I҉R҉,0.152,0.991,11,-2.08,1,0.265,7.49e-06,0.964,0.365,0.0344,142.17,4j4T44K5iMaU6H6RyVJkZO,spotify:track:4j4T44K5iMaU6H6RyVJkZO,https://api.spotify.com/v1/tracks/4j4T44K5iMaU6H6RyVJkZO,https://api.spotify.com/v1/audio-analysis/4j4T44K5iMaU6H6RyVJkZO,286943,4
1914,WOW,Come La Notte,16,[],"𝔬𝔫𝔢 𝔬𝔣 𝔱𝔥𝔬𝔰𝔢 𝔫𝔦𝔤𝔥𝔱𝔰 𝔞𝔤𝔞𝔦𝔫, 𝔥𝔲𝔥?",0.449,0.19,3,-16.222,0,0.0367,0.882,0.326,0.141,0.16,150.083,2U8m0PQwAZflfeYuOeD2GN,spotify:track:2U8m0PQwAZflfeYuOeD2GN,https://api.spotify.com/v1/tracks/2U8m0PQwAZflfeYuOeD2GN,https://api.spotify.com/v1/audio-analysis/2U8m0PQwAZflfeYuOeD2GN,224375,3
1915,Afterhours,Dentro Marilyn,35,"['italian alternative', 'italian indie pop']",𝖑𝖆𝖘𝖙 𝖜𝖔𝖗𝖉𝖘,0.462,0.393,4,-10.33,0,0.0373,0.0132,1.78e-05,0.18,0.203,134.911,46R3qO7wQsKOyiPwDB8Xnh,spotify:track:46R3qO7wQsKOyiPwDB8Xnh,https://api.spotify.com/v1/tracks/46R3qO7wQsKOyiPwDB8Xnh,https://api.spotify.com/v1/audio-analysis/46R3qO7wQsKOyiPwDB8Xnh,346050,4
1916,Kunning Fox,Driftveil City,48,['pokemon'],u fucking nerd,0.65,0.763,10,-10.347,0,0.0345,0.00439,0.812,0.177,0.967,135.049,02xc7NHhy9cO52dWX3ufXM,spotify:track:02xc7NHhy9cO52dWX3ufXM,https://api.spotify.com/v1/tracks/02xc7NHhy9cO52dWX3ufXM,https://api.spotify.com/v1/audio-analysis/02xc7NHhy9cO52dWX3ufXM,97000,4
1917,Fine Before You Came,Capire settembre,33,"['indie rock italiano', 'italian alternative', 'italian emo', 'italian indie pop', 'italian post-hardcore', 'milan indie']",autumn vibes,0.338,0.663,5,-6.077,1,0.0288,0.0395,0.000181,0.156,0.0676,80.556,0wvzyQ7HcNz6ISipO3kNxm,spotify:track:0wvzyQ7HcNz6ISipO3kNxm,https://api.spotify.com/v1/tracks/0wvzyQ7HcNz6ISipO3kNxm,https://api.spotify.com/v1/audio-analysis/0wvzyQ7HcNz6ISipO3kNxm,239133,4
1918,Dente,Vieni a vivere,31,"['indie folk italiano', 'italian alternative', 'italian indie pop', 'milan indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.633,0.267,2,-13.772,1,0.0434,0.888,0.00193,0.114,0.328,69.692,6Dh6xM9nA3FglM7HuteSZp,spotify:track:6Dh6xM9nA3FglM7HuteSZp,https://api.spotify.com/v1/tracks/6Dh6xM9nA3FglM7HuteSZp,https://api.spotify.com/v1/audio-analysis/6Dh6xM9nA3FglM7HuteSZp,210467,4
1919,Little Simz,Control,57,"['alternative r&b', 'escape room', 'trap queen']",TEST,0.692,0.297,1,-12.255,1,0.054,0.967,0.00137,0.311,0.382,119.905,3erB7eoWeiKbeyP6CWMQKy,spotify:track:3erB7eoWeiKbeyP6CWMQKy,https://api.spotify.com/v1/tracks/3erB7eoWeiKbeyP6CWMQKy,https://api.spotify.com/v1/audio-analysis/3erB7eoWeiKbeyP6CWMQKy,227083,4
1920,Kraftwerk,Computer World - 2009 Remaster,35,"['dusseldorf electronic', 'early synthpop', 'electro', 'new romantic', 'new wave', 'proto-techno', 'synthpop']",mancu i cani,0.931,0.342,2,-12.472,0,0.0613,0.81,0.854,0.145,0.829,129.483,1Q8n7UU4pULe4Mf1m3DxCm,spotify:track:1Q8n7UU4pULe4Mf1m3DxCm,https://api.spotify.com/v1/tracks/1Q8n7UU4pULe4Mf1m3DxCm,https://api.spotify.com/v1/audio-analysis/1Q8n7UU4pULe4Mf1m3DxCm,306200,4
1921,Post Malone,Feeling Whitney,74,"['dfw rap', 'melodic rap', 'rap']",november '22,0.412,0.227,0,-12.696,1,0.0359,0.787,4.69e-06,0.282,0.226,80.111,35r28RDot7nPE7y9K9H7l0,spotify:track:35r28RDot7nPE7y9K9H7l0,https://api.spotify.com/v1/tracks/35r28RDot7nPE7y9K9H7l0,https://api.spotify.com/v1/audio-analysis/35r28RDot7nPE7y9K9H7l0,257267,4
1922,bdrmm,The Way I Want,14,"['bedroom pop', 'chamber psych', 'hull indie', 'nu gaze']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.495,0.502,6,-9.973,1,0.0248,0.00234,0.686,0.109,0.387,140.045,6iS4EohpOYbL09G9n7Pw3q,spotify:track:6iS4EohpOYbL09G9n7Pw3q,https://api.spotify.com/v1/tracks/6iS4EohpOYbL09G9n7Pw3q,https://api.spotify.com/v1/audio-analysis/6iS4EohpOYbL09G9n7Pw3q,348857,4
1923,Explosions In The Sky,Memorial,24,"['american post-rock', 'cinematic post-rock', 'instrumental post-rock', 'melancholia', 'post-rock']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.234,0.321,9,-15.774,1,0.034,0.0337,0.88,0.112,0.0357,124.143,1MrF19XENgFVxOnRt8cp0o,spotify:track:1MrF19XENgFVxOnRt8cp0o,https://api.spotify.com/v1/tracks/1MrF19XENgFVxOnRt8cp0o,https://api.spotify.com/v1/audio-analysis/1MrF19XENgFVxOnRt8cp0o,530080,3
1924,Talking Heads,The Great Curve - 2005 Remaster,45,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",july '22,0.6,0.869,10,-5.591,1,0.0795,0.403,0.0205,0.0683,0.687,152.06,35ljOibZSLEjOEPGrbaJsH,spotify:track:35ljOibZSLEjOEPGrbaJsH,https://api.spotify.com/v1/tracks/35ljOibZSLEjOEPGrbaJsH,https://api.spotify.com/v1/audio-analysis/35ljOibZSLEjOEPGrbaJsH,387560,4
1925,Mom Jeans.,Death Cup,61,"['alternative emo', 'diy emo', 'emo', 'indie punk', 'north carolina emo']",【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.353,0.749,1,-9.339,1,0.0411,0.0926,0.000553,0.166,0.574,85.983,19aUuDd6udp1ACNo9t3IuZ,spotify:track:19aUuDd6udp1ACNo9t3IuZ,https://api.spotify.com/v1/tracks/19aUuDd6udp1ACNo9t3IuZ,https://api.spotify.com/v1/audio-analysis/19aUuDd6udp1ACNo9t3IuZ,276000,4
1926,Joy Division,Twenty Four Hours - 2007 Remaster,44,"['alternative rock', 'art rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.363,0.879,7,-8.955,1,0.0439,0.0066,0.158,0.186,0.647,131.73,36HznXQNGoen7dwq4Vv6nP,spotify:track:36HznXQNGoen7dwq4Vv6nP,https://api.spotify.com/v1/tracks/36HznXQNGoen7dwq4Vv6nP,https://api.spotify.com/v1/audio-analysis/36HznXQNGoen7dwq4Vv6nP,268013,4
1927,King Krule,Slush Puppy,47,['uk alternative pop'],dvdvdvd,0.367,0.446,1,-9.334,0,0.0332,0.619,0.772,0.346,0.0503,171.392,7jVXopSLnC0GIygpsLGevM,spotify:track:7jVXopSLnC0GIygpsLGevM,https://api.spotify.com/v1/tracks/7jVXopSLnC0GIygpsLGevM,https://api.spotify.com/v1/audio-analysis/7jVXopSLnC0GIygpsLGevM,162656,3
1928,Ryo Fukui,Autumn Leaves,43,"['classic japanese jazz', 'japanese jazz']",autumn vibes,0.397,0.354,7,-13.193,0,0.0286,0.659,0.00339,0.151,0.296,146.341,5URbZBwi9r400J633zdd3h,spotify:track:5URbZBwi9r400J633zdd3h,https://api.spotify.com/v1/tracks/5URbZBwi9r400J633zdd3h,https://api.spotify.com/v1/audio-analysis/5URbZBwi9r400J633zdd3h,391347,4
1929,Pink Floyd,Interstellar Overdrive - 2011 Remaster,38,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",mancu i cani,0.23,0.608,2,-14.145,1,0.0538,0.785,0.86,0.113,0.312,94.675,63KHfOzsogBZO5LPmxCyVF,spotify:track:63KHfOzsogBZO5LPmxCyVF,https://api.spotify.com/v1/tracks/63KHfOzsogBZO5LPmxCyVF,https://api.spotify.com/v1/audio-analysis/63KHfOzsogBZO5LPmxCyVF,580587,4
1930,Daniel Johnston,True Love Will Find You in the End,52,"['alternative rock', 'anti-folk', 'indie rock', 'lo-fi', 'melancholia', 'outsider', 'singer-songwriter']",deal with reality,0.551,0.174,10,-12.116,0,0.0358,0.948,1.05e-05,0.107,0.135,118.656,6fEjOPaZoxQl3oha9GDJAN,spotify:track:6fEjOPaZoxQl3oha9GDJAN,https://api.spotify.com/v1/tracks/6fEjOPaZoxQl3oha9GDJAN,https://api.spotify.com/v1/audio-analysis/6fEjOPaZoxQl3oha9GDJAN,111171,4
1931,Gomma,Aprile,34,"['italian alternative', 'italian emo', 'italian indie pop']",𝖑𝖆𝖘𝖙 𝖜𝖔𝖗𝖉𝖘,0.484,0.89,8,-6.772,1,0.0848,0.0189,0.387,0.0968,0.745,92.579,2t48WArPDgZ8kZbNAqJwIj,spotify:track:2t48WArPDgZ8kZbNAqJwIj,https://api.spotify.com/v1/tracks/2t48WArPDgZ8kZbNAqJwIj,https://api.spotify.com/v1/audio-analysis/2t48WArPDgZ8kZbNAqJwIj,103205,4
1932,Fast Animals and Slow Kids,Il vincente,27,"['italian alternative', 'italian indie pop']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.627,0.221,11,-13.799,0,0.0393,0.89,4.31e-06,0.103,0.272,119.89,7awEQ0zCUD1uC91F9K3y4q,spotify:track:7awEQ0zCUD1uC91F9K3y4q,https://api.spotify.com/v1/tracks/7awEQ0zCUD1uC91F9K3y4q,https://api.spotify.com/v1/audio-analysis/7awEQ0zCUD1uC91F9K3y4q,153760,4
1933,Lacrim,A.W.A,61,"['arabic hip hop', 'francoton', 'french hip hop', 'pop urbaine', 'rap francais']",𝔾𝔸𝕊,0.835,0.732,1,-5.045,1,0.0458,0.0121,0.0,0.138,0.281,100.002,3xf9GbVqLnDgL2x0xztcTV,spotify:track:3xf9GbVqLnDgL2x0xztcTV,https://api.spotify.com/v1/tracks/3xf9GbVqLnDgL2x0xztcTV,https://api.spotify.com/v1/audio-analysis/3xf9GbVqLnDgL2x0xztcTV,162733,4
1934,Frightened Rabbit,The Modern Leper,44,"['indie rock', 'modern rock', 'scottish indie', 'scottish rock']",𝘤𝘩𝘪𝘭𝘭 𝘥𝘳𝘪𝘷𝘪𝘯',0.438,0.921,2,-4.375,1,0.0812,0.0715,4.2e-05,0.127,0.299,112.417,3aunzvczA4MkwIrHuARjqM,spotify:track:3aunzvczA4MkwIrHuARjqM,https://api.spotify.com/v1/tracks/3aunzvczA4MkwIrHuARjqM,https://api.spotify.com/v1/audio-analysis/3aunzvczA4MkwIrHuARjqM,228453,4
1935,72-HOUR POST FIGHT,UV INTRO,5,['milan indie'],ｍｏｏｄｙ ｅａｒｇａｓｍ,0.136,0.574,0,-12.919,0,0.0513,0.594,0.862,0.137,0.0767,74.325,1ocYVGd5XedpoYc50GBfWK,spotify:track:1ocYVGd5XedpoYc50GBfWK,https://api.spotify.com/v1/tracks/1ocYVGd5XedpoYc50GBfWK,https://api.spotify.com/v1/audio-analysis/1ocYVGd5XedpoYc50GBfWK,223969,5
1936,Makoto Matsushita,Love Was Really Gone - 2018 Remaster,55,['classic city pop'],ｓｈｉｂｕｙａ,0.619,0.653,4,-8.477,0,0.043,0.594,0.00201,0.215,0.408,86.962,2aaOJJd2fBkd4es7vI2h2a,spotify:track:2aaOJJd2fBkd4es7vI2h2a,https://api.spotify.com/v1/tracks/2aaOJJd2fBkd4es7vI2h2a,https://api.spotify.com/v1/audio-analysis/2aaOJJd2fBkd4es7vI2h2a,347367,4
1937,Godspeed You! Black Emperor,The Dead Flag Blues,44,"['canadian post-rock', 'double drumming', 'indie rock', 'instrumental post-rock', 'post-rock']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.243,0.192,10,-18.237,0,0.0388,0.743,0.777,0.0997,0.036,104.202,0YzMEu5sGNX0JKr9mdBtzd,spotify:track:0YzMEu5sGNX0JKr9mdBtzd,https://api.spotify.com/v1/tracks/0YzMEu5sGNX0JKr9mdBtzd,https://api.spotify.com/v1/audio-analysis/0YzMEu5sGNX0JKr9mdBtzd,987960,4
1938,I Cani,Post Punk,34,"['italian alternative', 'italian indie pop', 'rome indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.562,0.984,7,-3.59,1,0.0783,0.0165,2.51e-05,0.322,0.518,102.464,0QyAX3yFn4uEXKZi6MwAii,spotify:track:0QyAX3yFn4uEXKZi6MwAii,https://api.spotify.com/v1/tracks/0QyAX3yFn4uEXKZi6MwAii,https://api.spotify.com/v1/audio-analysis/0QyAX3yFn4uEXKZi6MwAii,283656,4
1939,Pink Floyd,The Gold It's In The ... - 2011 Remastered Version,38,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.507,0.48,2,-14.001,1,0.0421,2.55e-05,7.05e-05,0.0819,0.442,117.363,3XfLwIOcX01aKL4tCSrKGz,spotify:track:3XfLwIOcX01aKL4tCSrKGz,https://api.spotify.com/v1/tracks/3XfLwIOcX01aKL4tCSrKGz,https://api.spotify.com/v1/audio-analysis/3XfLwIOcX01aKL4tCSrKGz,187813,4
1940,Jaco Pastorius,Portrait of Tracy,48,"['electric bass', 'jazz', 'jazz funk', 'jazz fusion']",ｍｏｏｄｙ ｅａｒｇａｓｍ,0.238,0.0536,0,-28.218,1,0.0515,0.974,0.948,0.106,0.116,68.031,5NBAy2oiS9OIWyAZhklsH2,spotify:track:5NBAy2oiS9OIWyAZhklsH2,https://api.spotify.com/v1/tracks/5NBAy2oiS9OIWyAZhklsH2,https://api.spotify.com/v1/audio-analysis/5NBAy2oiS9OIWyAZhklsH2,142467,3
1941,Quercia,Bivio,15,"['italian emo', 'italian indie pop', 'italian post-hardcore', 'sardinia indie']",D҉E҉S҉P҉A҉I҉R҉,0.3,0.991,1,-4.446,0,0.117,5.1e-05,0.742,0.329,0.28,170.098,5FSfafZPtn7L19hS0OAldc,spotify:track:5FSfafZPtn7L19hS0OAldc,https://api.spotify.com/v1/tracks/5FSfafZPtn7L19hS0OAldc,https://api.spotify.com/v1/audio-analysis/5FSfafZPtn7L19hS0OAldc,159230,4
1942,The Smiths,Cemetry Gates - 2011 Remaster,61,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",london calling,0.55,0.796,7,-7.007,1,0.0306,0.151,0.0,0.222,0.622,105.354,03yOjwHoOPDlTUg0NRxN6t,spotify:track:03yOjwHoOPDlTUg0NRxN6t,https://api.spotify.com/v1/tracks/03yOjwHoOPDlTUg0NRxN6t,https://api.spotify.com/v1/audio-analysis/03yOjwHoOPDlTUg0NRxN6t,161040,4
1943,Toby Fox,Chaos King,48,"['dream smp', 'indie game soundtrack', 'undertale']",u fucking nerd,0.563,0.803,9,-8.975,1,0.0541,0.00018,0.832,0.0653,0.475,146.954,5Y8awVkb5cXvlDyH1kIXaN,spotify:track:5Y8awVkb5cXvlDyH1kIXaN,https://api.spotify.com/v1/tracks/5Y8awVkb5cXvlDyH1kIXaN,https://api.spotify.com/v1/audio-analysis/5Y8awVkb5cXvlDyH1kIXaN,106122,4
1944,SEATBELTS,Cats on Mars,51,[],ｍｏｏｄｙ ｅａｒｇａｓｍ,0.838,0.469,0,-11.001,1,0.0447,0.141,0.056,0.0932,0.969,134.93,3uhJllxR54wXP82uVAJbcg,spotify:track:3uhJllxR54wXP82uVAJbcg,https://api.spotify.com/v1/tracks/3uhJllxR54wXP82uVAJbcg,https://api.spotify.com/v1/audio-analysis/3uhJllxR54wXP82uVAJbcg,165707,4
1945,Verdena,40 secondi di niente,31,"['bergamo indie', 'italian alternative', 'italian indie pop']",17,0.274,0.795,8,-7.824,1,0.0369,0.0476,0.218,0.108,0.221,109.236,3WrRO0YUhiEYrTYA2vcF6a,spotify:track:3WrRO0YUhiEYrTYA2vcF6a,https://api.spotify.com/v1/tracks/3WrRO0YUhiEYrTYA2vcF6a,https://api.spotify.com/v1/audio-analysis/3WrRO0YUhiEYrTYA2vcF6a,284627,4
1946,Fasma,M. Manson,20,"['emo rap italiano', 'italian hip hop', 'italian pop', 'pop virale italiano']",𝔾𝔸𝕊,0.648,0.747,1,-5.817,1,0.329,0.0378,0.00133,0.112,0.226,103.611,0UbEmaKAlSzbs9580OiAAB,spotify:track:0UbEmaKAlSzbs9580OiAAB,https://api.spotify.com/v1/tracks/0UbEmaKAlSzbs9580OiAAB,https://api.spotify.com/v1/audio-analysis/0UbEmaKAlSzbs9580OiAAB,122467,4
1947,Outkast,Southernplayalisticadillacmuzik,51,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']",bassbassbassbassbass,0.691,0.834,10,-5.802,0,0.225,0.0161,0.0,0.0559,0.579,172.387,2pMAmZdHfQHyqJCXJbfhK3,spotify:track:2pMAmZdHfQHyqJCXJbfhK3,https://api.spotify.com/v1/tracks/2pMAmZdHfQHyqJCXJbfhK3,https://api.spotify.com/v1/audio-analysis/2pMAmZdHfQHyqJCXJbfhK3,317507,4
1948,Camel Power Club,Fisher,49,"['french indietronica', 'new french touch']",𝘤𝘩𝘪𝘭𝘭 𝘥𝘳𝘪𝘷𝘪𝘯',0.837,0.501,4,-8.366,1,0.046,0.0792,0.00143,0.141,0.781,109.98,3cY2nHVVX2ZER1ttxGzLav,spotify:track:3cY2nHVVX2ZER1ttxGzLav,https://api.spotify.com/v1/tracks/3cY2nHVVX2ZER1ttxGzLav,https://api.spotify.com/v1/audio-analysis/3cY2nHVVX2ZER1ttxGzLav,324547,4
1949,C418,Minecraft,67,"['dream smp', 'minecraft']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.206,0.0154,1,-22.923,1,0.0426,0.98,0.636,0.0662,0.116,83.68,6xwhCiWXREsAIQVZqHswVw,spotify:track:6xwhCiWXREsAIQVZqHswVw,https://api.spotify.com/v1/tracks/6xwhCiWXREsAIQVZqHswVw,https://api.spotify.com/v1/audio-analysis/6xwhCiWXREsAIQVZqHswVw,254000,3
1950,69DB,In Acid 1,4,['tekno'],EᒪEᑕTᖇOᑎIᑕ ᖴᑌᑎᖴᗩIᖇ,0.662,0.891,1,-8.4,1,0.0518,0.00592,0.597,0.248,0.372,165.187,2wgncugu4A2njtZUkgGKrX,spotify:track:2wgncugu4A2njtZUkgGKrX,https://api.spotify.com/v1/tracks/2wgncugu4A2njtZUkgGKrX,https://api.spotify.com/v1/audio-analysis/2wgncugu4A2njtZUkgGKrX,369019,4
1951,Hideki Naganuma,Sweet Soul Brother,31,['japanese vgm'],u fucking nerd,0.62,0.94,7,-5.743,1,0.101,0.0586,0.909,0.951,0.926,139.993,0nXKLF1ce6fDIOv7EBCl7t,spotify:track:0nXKLF1ce6fDIOv7EBCl7t,https://api.spotify.com/v1/tracks/0nXKLF1ce6fDIOv7EBCl7t,https://api.spotify.com/v1/audio-analysis/0nXKLF1ce6fDIOv7EBCl7t,175561,4
1952,Glare,Blank,58,"['american shoegaze', 'atlanta indie', 'dreamo', 'grungegaze', 'nu gaze']",april '22,0.304,0.682,3,-6.699,0,0.0443,0.0071,0.16,0.152,0.0795,158.006,2gpkmR9oX3Jk6rDI6KUwHj,spotify:track:2gpkmR9oX3Jk6rDI6KUwHj,https://api.spotify.com/v1/tracks/2gpkmR9oX3Jk6rDI6KUwHj,https://api.spotify.com/v1/audio-analysis/2gpkmR9oX3Jk6rDI6KUwHj,216089,4
1953,King Krule,Czech One,38,['uk alternative pop'],【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.555,0.21,11,-14.339,0,0.0506,0.935,0.00605,0.129,0.171,75.62,0BTrtlYQGp6X4p67e1rENT,spotify:track:0BTrtlYQGp6X4p67e1rENT,https://api.spotify.com/v1/tracks/0BTrtlYQGp6X4p67e1rENT,https://api.spotify.com/v1/audio-analysis/0BTrtlYQGp6X4p67e1rENT,255137,4
1954,Jul,Sousou,54,"['francoton', 'rap marseille']",🆁🅴🅰🅻 🆃🆁🅰🅿🅿🅸🅽',0.876,0.859,6,-5.288,0,0.0512,0.43,0.0,0.108,0.668,124.952,3dyoo6UNb2VlMTISBqrDb1,spotify:track:3dyoo6UNb2VlMTISBqrDb1,https://api.spotify.com/v1/tracks/3dyoo6UNb2VlMTISBqrDb1,https://api.spotify.com/v1/audio-analysis/3dyoo6UNb2VlMTISBqrDb1,237520,4
1955,Kamex,Vs. Bede,30,"['fnf', 'otacore', 'vgm remix']",u fucking nerd,0.349,0.987,9,-7.664,0,0.0514,0.000401,0.92,0.192,0.504,152.014,02HlIJ8Z3VzQL6AdMkILib,spotify:track:02HlIJ8Z3VzQL6AdMkILib,https://api.spotify.com/v1/tracks/02HlIJ8Z3VzQL6AdMkILib,https://api.spotify.com/v1/audio-analysis/02HlIJ8Z3VzQL6AdMkILib,211571,4
1956,The Stooges,No Fun - 2019 Remaster,40,"['alternative rock', 'blues rock', 'classic rock', 'detroit rock', 'garage rock', 'new wave', 'permanent wave', 'post-punk', 'protopunk', 'punk', 'punk blues', 'rock']",𝘤𝘩𝘪𝘭𝘭 𝘥𝘳𝘪𝘷𝘪𝘯',0.586,0.772,9,-4.732,1,0.0292,0.00557,0.0346,0.137,0.727,122.531,6hAOC89VqirgFxREaQoGDQ,spotify:track:6hAOC89VqirgFxREaQoGDQ,https://api.spotify.com/v1/tracks/6hAOC89VqirgFxREaQoGDQ,https://api.spotify.com/v1/audio-analysis/6hAOC89VqirgFxREaQoGDQ,318213,4
